ISO3_CODE,COUNTRY_NAME,AREA,maus_id,area_km2,d_ind_km,nearest_ind,industrial_flag,proposed_label,source,lon,lat,poly,area_ha,ndvi,tex,npts,industrial_new,industrial_old
GHA,Ghana,0.18194742177418663,GHA_M00074,0.18116704701239242,8.557252751264206,Asanko (Manso Nkwanta),False,"mining, unclassified",MausV2 (GHA box),-1.8039955660589695,6.4764867094305645,74,18.116704701237012,,,,False,False
GHA,Ghana,4.135243573752967,GHA_M00075,4.11750741213138,0.0,Bibiani,True,industrial,MausV2 (GHA box),-2.3064655461311068,6.4735259406705365,75,411.75074121314316,0.49913373589515686,0.033318849937768846,14.0,True,True
GHA,Ghana,0.1868600388067996,GHA_M00076,0.18605867176060986,8.59288029363572,Asanko (Manso Nkwanta),False,"mining, unclassified",MausV2 (GHA box),-1.8041333881218484,6.480884538680694,76,18.60586717606309,,,,False,False
GHA,Ghana,0.016032414370030584,GHA_M00077,0.015963650067735837,7.267247772961334,Asanko (Manso Nkwanta),False,"mining, unclassified",MausV2 (GHA box),-1.8178702426564504,6.479230268199232,77,1.5963650067719322,,,,False,False
GHA,Ghana,0.7305546533488134,GHA_M00078,0.7274637525803227,39.58795350405232,Akyem,False,"mining, unclassified",MausV2 (GHA box),-1.1690064604695465,6.684509046338321,78,72.74637525803088,,,,True,False
GHA,Ghana,0.4508113382394785,GHA_M00079,0.44890435023810926,38.62957462301155,Akyem,False,"mining, unclassified",MausV2 (GHA box),-1.157385666939071,6.682739167347673,79,44.890435023799675,,,,True,False
GHA,Ghana,0.7119564941910637,GHA_M00080,0.708937383298786,37.66116779128472,Akyem,False,"mining, unclassified",MausV2 (GHA box),-1.218907995514921,6.637978143867518,80,70.89373832988596,,,,True,False
GHA,Ghana,0.7676490079254595,GHA_M00081,0.76439645081648,34.90723815493633,Akyem,False,"mining, unclassified",MausV2 (GHA box),-1.1808370263712225,6.640415961389757,81,76.43964508166756,0.6723226308822632,0.0320746972905444,2.0,True,False
GHA,Ghana,0.04427323928131464,GHA_M00082,0.04408563579954524,38.71504532176617,Akyem,False,"mining, unclassified",MausV2 (GHA box),-1.2030243643088292,6.654005917706888,82,4.4085635799505125,,,,False,False
GHA,Ghana,0.22701364416289618,GHA_M00083,0.22605180055552446,38.9492718027167,Akyem,False,"mining, unclassified",MausV2 (GHA box),-1.2025702190965641,6.657776521503921,83,22.605180055564347,,,,True,False
GHA,Ghana,0.05951897636369298,GHA_M00084,0.05926383617258165,6.1624843516012415,Asanko (Manso Nkwanta),False,"mining, unclassified",MausV2 (GHA box),-1.8470190918472649,6.510365978672171,84,5.9263836172618625,,,,False,False
GHA,Ghana,2.268031183086718,GHA_M00085,2.2584812049863188,8.923823034348711,Ahafo,False,"mining, unclassified",MausV2 (GHA box),-2.306608567538569,7.0859059428169555,85,225.84812049861384,0.5146815776824951,0.0505177776500685,5.0,True,False
GHA,Ghana,27.213375811392936,GHA_M00086,27.098587574294328,0.0,Ahafo,True,industrial,MausV2 (GHA box),-2.365239144668608,7.028440912780365,86,2709.8587574293783,0.23178209364414215,0.026291009219799197,86.0,True,True
GHA,Ghana,0.17834091354796583,GHA_M00087,0.1775747510508596,7.2000940699713345,Asanko (Manso Nkwanta),False,"mining, unclassified",MausV2 (GHA box),-1.9375894247330356,6.426491480078081,87,17.757475105096294,,,,False,False
GHA,Ghana,0.24480888533088488,GHA_M00088,0.24375730870750018,6.429867919233961,Asanko (Manso Nkwanta),False,"mining, unclassified",MausV2 (GHA box),-1.9310253701380171,6.430281480552069,88,24.375730870762403,,,,True,False
