id,lon,lat,kind,NDVI_p50,NDWI_p50,B11_p50,B12_p50
TAP_P01939,-55.33566194898214,-5.995720893629372,vegetated,0.8395465612411499,-0.7157567739486694,0.1532000005245208,0.064699999988079
TAP_P01940,-56.922401224957966,-5.439327657686527,vegetated,0.7204232215881348,-0.6290359497070312,0.1867333352565765,0.086888886988163
TAP_P01943,-56.43530958948156,-6.398266886592752,vegetated,0.7798914313316345,-0.6929894089698792,0.1256249994039535,0.0542999990284442
TAP_P01944,-56.712057764651405,-7.780917580601327,vegetated,0.820103108882904,-0.7073047757148743,0.1967999935150146,0.0878000035881996
TAP_P01946,-56.48194968549532,-6.95544074886531,vegetated,0.6208493709564209,-0.5906376838684082,0.2278999984264373,0.129050001502037
TAP_P01947,-56.2828662346449,-6.561690298928532,vegetated,0.8113821148872375,-0.7110117673873901,0.1724999994039535,0.0728000029921531
TAP_P01950,-56.39917224420492,-7.257374617087208,vegetated,0.8107836842536926,-0.7260535359382629,0.1825499981641769,0.0847000032663345
TAP_P01951,-57.08893906482706,-5.6629350521219175,vegetated,0.8399200439453125,-0.7254791855812073,0.1670500040054321,0.0688999965786933
TAP_P01953,-57.03542682386129,-5.772187152116855,vegetated,0.3985581994056701,-0.3907883465290069,0.2037000060081482,0.0870999991893768
TAP_P01954,-57.413540636044765,-5.107514016608275,vegetated,0.8096866011619568,-0.7121294140815735,0.1659000068902969,0.0710000023245811
TAP_P01955,-57.5157168812664,-5.347580276186694,vegetated,0.8386611938476562,-0.7407910823822021,0.1816000044345855,0.0754500031471252
TAP_P01957,-57.46378655803086,-6.198799214593492,vegetated,0.7959633469581604,-0.6893188953399658,0.146599993109703,0.0621500015258789
TAP_P01959,-56.3289989984457,-7.300303451469416,vegetated,0.8524340987205505,-0.7448737025260925,0.1536799967288971,0.0640299990773201
TAP_P01960,-57.45308061780092,-5.017890338694363,vegetated,0.7824899554252625,-0.6935175657272339,0.158950001001358,0.0688999965786933
TAP_P01961,-57.041551893676,-6.852899411463383,vegetated,0.8031992316246033,-0.7112799882888794,0.1156999990344047,0.0476000010967254
TAP_P01962,-56.43176090706085,-6.818445757899675,vegetated,0.7582401633262634,-0.6819080114364624,0.1655000001192093,0.0837000012397766
TAP_P01963,-56.28994090901765,-6.335060004650357,vegetated,0.8062870502471924,-0.6981280446052551,0.1607999950647354,0.0702999979257583
TAP_P01965,-56.33927582209458,-7.2577721231156,vegetated,0.8237367868423462,-0.7241185903549194,0.1396333277225494,0.0613199993968009
TAP_P01967,-57.23754367991427,-5.365315045293302,vegetated,0.7568560838699341,-0.6632762551307678,0.162100002169609,0.0649999976158142
TAP_P01968,-56.8590808160384,-5.430313001707532,vegetated,0.8237832188606262,-0.6995126605033875,0.1449999958276748,0.0615000016987323
TAP_P01969,-57.45289945495593,-6.926558071416514,vegetated,0.6849161982536316,-0.6355901956558228,0.1832000017166137,0.0859000012278556
TAP_P01970,-56.73163589261181,-6.677366007819718,vegetated,0.7919580340385437,-0.6697210073471069,0.1688999980688095,0.0746000036597251
TAP_P01971,-57.13394587015288,-7.412496452262397,vegetated,0.8503766655921936,-0.7446058392524719,0.1562000066041946,0.0659499987959861
TAP_P01972,-56.63029561832322,-7.617872404523502,vegetated,0.8270329236984253,-0.7282878756523132,0.1482000052928924,0.0640999972820282
TAP_P01975,-57.44642965237852,-6.200781524000229,vegetated,0.7938907742500305,-0.6882379651069641,0.1777999997138977,0.0744500011205673
TAP_P01977,-55.857922928797215,-7.061636957975091,vegetated,0.8183969259262085,-0.6935247778892517,0.1433333307504654,0.0597333349287509
TAP_P01978,-57.33025878752216,-7.154586143326972,vegetated,0.8463357090950012,-0.7314788699150085,0.1661999970674514,0.0692000016570091
TAP_P01979,-57.48134701583033,-6.497373431435562,vegetated,0.5437262654304504,-0.4831393659114837,0.2178000062704086,0.1050999984145164
TAP_P01980,-57.41194882213607,-5.135666133687654,vegetated,0.7864263653755188,-0.6907098293304443,0.1675499975681305,0.0722000002861023
TAP_P01981,-56.91350626550565,-5.411271196445736,vegetated,0.7765124440193176,-0.6801619529724121,0.1375000029802322,0.0631999969482421
TAP_P01982,-57.55438550865992,-6.9264319653171,vegetated,0.7142100930213928,-0.6529360413551331,0.165800005197525,0.0697999969124794
TAP_P01983,-57.530536122819655,-6.93557544640338,vegetated,0.7515707015991211,-0.6740015149116516,0.1740500032901764,0.0767000019550323
TAP_P01985,-57.29390547865989,-6.100407443505775,vegetated,0.8338193297386169,-0.721621572971344,0.1744499951601028,0.0740500018000602
TAP_P01987,-56.931343549038665,-7.042188618395603,vegetated,0.6792063117027283,-0.6172729134559631,0.2725000083446502,0.152916669845581
